ori_tissue,ori_cell_type,search_result
stomach,pericyte,"organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=pericytes; organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=pericyte; organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=pericyte cell; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=pericytes; organ_tissue=bladder, cell_ontology_class=pericyte cell, free_annotation=pericytes"
stomach,myofibroblast,"organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=bladder, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts"
stomach,natural killer cell,"organ_tissue=fat, cell_ontology_class=nk cell, free_annotation=natural killer cell; organ_tissue=fat, cell_ontology_class=nk cell, free_annotation=natural killer cells; organ_tissue=liver, cell_ontology_class=nk cell, free_annotation=natural killer cell; organ_tissue=liver, cell_ontology_class=nk cell, free_annotation=natural killer cells; organ_tissue=lung, cell_ontology_class=nk cell, free_annotation=natural killer cell"
stomach,natural killer cell,"organ_tissue=fat, cell_ontology_class=nk cell, free_annotation=natural killer cell; organ_tissue=fat, cell_ontology_class=nk cell, free_annotation=natural killer cells; organ_tissue=liver, cell_ontology_class=nk cell, free_annotation=natural killer cell; organ_tissue=liver, cell_ontology_class=nk cell, free_annotation=natural killer cells; organ_tissue=lung, cell_ontology_class=nk cell, free_annotation=natural killer cell"
stomach,cytotoxic cell,"organ_tissue=liver, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=liver, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=liver, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cell"
stomach,antrum gastric epithelial cell,"organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelium; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cell"
stomach,fibroblast,"organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=liver, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=liver, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=large_intestine, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
stomach,macrophage,"organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=macrophages"
stomach,dendritic cell,"organ_tissue=liver, cell_ontology_class=liver dendritic cell, free_annotation=dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cell"
stomach,gastric neuroendocrine cell,"organ_tissue=large_intestine, cell_ontology_class=intestinal enteroendocrine cell, free_annotation=intestinal enteroendocrine cell; organ_tissue=small_intestine, cell_ontology_class=intestinal enteroendocrine cell, free_annotation=intestinal enteroendocrine cell; organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=pancreas, cell_ontology_class=endothelial cell, free_annotation=endothelium"
stomach,cytotoxic cell,"organ_tissue=liver, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=liver, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=liver, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cell"
stomach,fibroblast,"organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=liver, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=liver, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=large_intestine, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
stomach,mast cell,"organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast cells"
stomach,naïve or central memory  t cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell"
stomach,endothelial cell,"organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial_cells; organ_tissue=liver, cell_ontology_class=endothelial cell, free_annotation=endothelial"
stomach,regulatory t(treg) cell,"organ_tissue=skin, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=spleen, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=lymph_node, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell"
stomach,macrophage,"organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=macrophages"
stomach,myofibroblast,"organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=bladder, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts"
stomach,gastric parietal cell,"organ_tissue=pancreas, cell_ontology_class=pancreatic ductal cell, free_annotation=pancreatic ductal cell; organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=trachea, cell_ontology_class=tracheal goblet cell, free_annotation=tracheal goblet cell; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
stomach,endothelial cell,"organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial_cells; organ_tissue=liver, cell_ontology_class=endothelial cell, free_annotation=endothelial"
stomach,cytotoxic cell,"organ_tissue=liver, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=liver, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=liver, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cell"
stomach,dendritic cell,"organ_tissue=liver, cell_ontology_class=liver dendritic cell, free_annotation=dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cell"
stomach,dendritic cell,"organ_tissue=liver, cell_ontology_class=liver dendritic cell, free_annotation=dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cell"
stomach,myofibroblast,"organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=bladder, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts"
stomach,t cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells"
stomach,myofibroblast,"organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=bladder, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts"
stomach,fibroblast,"organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=liver, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=liver, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=large_intestine, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
stomach,tissue resident effector memory t cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells"
stomach,myofibroblast,"organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=bladder, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts"
stomach,mast cell,"organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast cells"
stomach,antrum gastric epithelial cell,"organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelium; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cell"
stomach,monocyte,"organ_tissue=small_intestine, cell_ontology_class=monocyte, free_annotation=monocytes; organ_tissue=large_intestine, cell_ontology_class=monocyte, free_annotation=monocytes; organ_tissue=small_intestine, cell_ontology_class=monocyte, free_annotation=monocyte; organ_tissue=large_intestine, cell_ontology_class=monocyte, free_annotation=monocyte; organ_tissue=liver, cell_ontology_class=monocyte, free_annotation=monocytes"
