ori_tissue,ori_cell_type,search_result
retina,retinal pigment epithelial cell,"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=eye, cell_ontology_class=retinal blood vessel endothelial cell, free_annotation=vascular endothelial cells"
retina,retinal pigment epithelial cell,"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=eye, cell_ontology_class=retinal blood vessel endothelial cell, free_annotation=vascular endothelial cells"
retina,retinal pigment epithelial cell,"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=eye, cell_ontology_class=retinal blood vessel endothelial cell, free_annotation=vascular endothelial cells"
optic vesicle,rpe cells,"organ_tissue=eye, cell_ontology_class=retinal blood vessel endothelial cell, free_annotation=vascular endothelial cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelium; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelial cells"
optic vesicle,rpe cells,"organ_tissue=eye, cell_ontology_class=retinal blood vessel endothelial cell, free_annotation=vascular endothelial cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelium; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelial cells"
optic vesicle,alternative lineages,"organ_tissue=vasculature, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell; organ_tissue=eye, cell_ontology_class=erythroid lineage cell, free_annotation=erythroid cells; organ_tissue=eye, cell_ontology_class=retinal blood vessel endothelial cell, free_annotation=vascular endothelial cells; organ_tissue=eye, cell_ontology_class=limbal stem cell, free_annotation=limbal stem cells; organ_tissue=vasculature, cell_ontology_class=epithelial cell, free_annotation=epithelial cells"
optic vesicle,alternative lineages,"organ_tissue=vasculature, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell; organ_tissue=eye, cell_ontology_class=erythroid lineage cell, free_annotation=erythroid cells; organ_tissue=eye, cell_ontology_class=retinal blood vessel endothelial cell, free_annotation=vascular endothelial cells; organ_tissue=eye, cell_ontology_class=limbal stem cell, free_annotation=limbal stem cells; organ_tissue=vasculature, cell_ontology_class=epithelial cell, free_annotation=epithelial cells"
retina,hpsc-rpe cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells"
retina,hpsc-rpe cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells"
retina,hpsc-rpe cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells"
retina,hpsc-rpe cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells"
retina,hpsc-rpe cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells"
retina,hpsc-rpe cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells"
retina,hpsc-rpe cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells"
retina,hpsc-rpe cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells"
embryoid bodies,pigmented cells,"organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial"
embryoid bodies,pigmented cells,"organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial"
embryoid bodies,pigmented cells,"organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial"
hpsc-rpe,hpsc-rpe cells,"organ_tissue=heart, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=liver, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=pancreas, cell_ontology_class=pancreatic pp cell, free_annotation=pancreatic pp cell; organ_tissue=blood, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=spleen, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell"
hpsc-rpe,hpsc-rpe cells,"organ_tissue=heart, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=liver, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=pancreas, cell_ontology_class=pancreatic pp cell, free_annotation=pancreatic pp cell; organ_tissue=blood, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=spleen, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell"
retina,rpe cell,"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells"
retina,rpe cell,"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells"
retina,rpe cell,"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells"
retina,rpe cell,"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells"
retina,rpe cell,"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells"
retina,eye-field progenitors,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
retina,rpe (retinal pigment epithelium),"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal blood vessel endothelial cell, free_annotation=vascular endothelial cells"
retina,rpe (retinal pigment epithelium),"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal blood vessel endothelial cell, free_annotation=vascular endothelial cells"
retina,rpe (retinal pigment epithelium),"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal blood vessel endothelial cell, free_annotation=vascular endothelial cells"
