original,corrected,candidates,reason
Irf628,Irf628,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""Irf628""与候选信息列表中的任何条目都不匹配。候选信息中没有符号、别名或先前符号与""Irf628""相关联，因此无法找到合适的标准化结果。"
CD104,ITGB4,"[{'symbol': 'ITGB4', 'alias_symbol': 'CD104', 'prev_symbol': '', 'name': 'integrin subunit beta 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目 {'symbol': 'ITGB4', 'alias_symbol': 'CD104', ...} 的 'alias_symbol' 字段明确包含了原始标记 ""CD104""，因此可以确定该条目与原始标记最匹配。根据规则，应选择其 'symbol' 字段的值作为标准化结果。"
SOC2,SHOC2,"[{'symbol': 'SHOC2', 'alias_symbol': 'KIAA0862 SOC2 SUR-8 SOC-2 SUR8', 'prev_symbol': '', 'name': 'SHOC2 leucine rich repeat scaffold protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息中，第一个条目{'symbol': 'SHOC2', ...}的'alias_symbol'字段包含原始标记'SOC2'，表明它与原始标记匹配。因此选择该条目的'symbol'作为标准化结果。"
CD73,NT5E,"[{'symbol': 'NT5E', 'alias_symbol': 'CD73 eN eNT CALJA', 'prev_symbol': 'NT5', 'name': ""5'-nucleotidase ecto"", 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-LIPCAR', 'alias_symbol': 'uc022bqs.1 LIPCAR', 'prev_symbol': '', 'name': 'mitochondrially encoded long non-coding cardiac associated RNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND6', 'alias_symbol': 'NAD6 ND6', 'prev_symbol': 'MTND6', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'symbol'为'NT5E'，其'alias_symbol'包含'CD73'，这表明'NT5E'是'CD73'的标准符号。其他候选信息与'CD73'无关，因此选择'NT5E'作为标准化结果。
PDL-1,PDL-1,"[{'symbol': 'MIR1-1', 'alias_symbol': 'hsa-mir-1-1', 'prev_symbol': 'MIRN1-1', 'name': 'microRNA 1-1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGHVII-1-1', 'alias_symbol': 'IGHV(II)-1-1', 'prev_symbol': '', 'name': 'immunoglobulin heavy variable (II)-1-1 (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP10-1', 'alias_symbol': 'KAP10.1 KAP18.1', 'prev_symbol': 'KRTAP18-1', 'name': 'keratin associated protein 10-1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NAP1L1P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'nucleosome assembly protein 1 like 1 pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MIR7-1', 'alias_symbol': 'hsa-mir-7-1', 'prev_symbol': 'MIRN7-1', 'name': 'microRNA 7-1', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何条目与原始标记 ""PDL-1"" 相匹配。候选信息中的 'symbol'、'alias_symbol'、'prev_symbol'、'name' 等字段均未包含与 ""PDL-1"" 相关的内容。因此无法找到合适的标准化结果，返回原始标记名称。"
TNFR1,TNFRSF1A,"[{'symbol': 'TNFRSF1A', 'alias_symbol': 'TNF-R TNFAR TNFR60 TNF-R-I CD120a TNF-R55', 'prev_symbol': 'TNFR1', 'name': 'TNF receptor superfamily member 1A', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'prev_symbol'字段包含'TNFR1'，这与原始标记完全匹配。因此，选择该候选信息的'symbol'字段'TNFRSF1A'作为标准化结果。
PD-1,PDCD1,"[{'symbol': 'PDCD1', 'alias_symbol': 'CD279 PD1 hSLE1 PD-1', 'prev_symbol': 'SLEB2', 'name': 'programmed cell death 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ENPP2', 'alias_symbol': 'ATX PD-IALPHA', 'prev_symbol': 'PDNP2', 'name': 'ectonucleotide pyrophosphatase/phosphodiesterase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ENPP3', 'alias_symbol': 'PD-IBETA gp130RB13-6 B10 CD203c', 'prev_symbol': 'PDNP3', 'name': 'ectonucleotide pyrophosphatase/phosphodiesterase 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PDCD1LG2', 'alias_symbol': 'PD-L2 Btdc PDL2 bA574F11.2 CD273 B7-DC B7DC', 'prev_symbol': '', 'name': 'programmed cell death 1 ligand 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CD274', 'alias_symbol': 'B7-H B7H1 PD-L1 PDL1 B7-H1', 'prev_symbol': 'PDCD1LG1', 'name': 'CD274 molecule', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'PDCD1', 'alias_symbol': 'CD279 PD1 hSLE1 PD-1'}明确包含了原始标记""PD-1""作为其别名之一（在'alias_symbol'字段中）。根据规则，当找到匹配时应选择其'symbol'作为标准化结果。因此，最匹配的结果是'PDCD1'。"
Ym1,Ym1,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有找到与原始标记""Ym1""相关的任何匹配信息。所有候选信息的symbol、alias_symbol、prev_symbol等字段均未包含""Ym1""或其可能的变体。因此无法进行标准化修正，返回原始标记名称。"
TMEM119?,TMEM119,"[{'symbol': 'TMEM119', 'alias_symbol': 'OBIF', 'prev_symbol': '', 'name': 'transmembrane protein 119', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-OHR', 'alias_symbol': '', 'prev_symbol': 'MTOHR', 'name': 'mitochondrially encoded heavy strand origin of replication', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息中，第一个条目'symbol'为'TMEM119'，与原始标记""TMEM119?""非常接近，仅多了一个问号。根据基因符号标准化规则，可以认为这是匹配的。其他候选信息与原始标记无明显关联，因此选择'TMEM119'作为标准化结果。"
MHC-II,MHC-II,"[{'symbol': 'MICG', 'alias_symbol': '', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence G (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICF', 'alias_symbol': '', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence F (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICA', 'alias_symbol': 'PERB11.1', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence A', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICB', 'alias_symbol': 'PERB11.2', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence B', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICC', 'alias_symbol': 'PERB11.3', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence C (pseudogene)', 'alias_name': '', 'prev_name': ''}]","原始标记 ""MHC-II"" 指代的是主要组织相容性复合体II类分子，但候选信息列表中提供的基因符号和名称均与MHC-I类相关（如MICA、MICB等），并未包含任何与MHC-II相关的标准化符号或描述。因此，无法从候选信息中找到匹配的标准化结果。"
TGF-¦Â,LITATS1,"[{'symbol': 'TBILA', 'alias_symbol': '', 'prev_symbol': '', 'name': 'TGF-beta induced lncRNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LITATS1', 'alias_symbol': 'LOC728431', 'prev_symbol': 'LINC01137 ZC3H12A-DT', 'name': 'lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LNCRNA-ATB', 'alias_symbol': '', 'prev_symbol': '', 'name': 'lncRNA activated by TGF-beta', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TAB3P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'TGF-beta activated kinase 1/MAP3K7 binding protein 3 pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TILAM', 'alias_symbol': '', 'prev_symbol': 'LINC01969', 'name': 'TGF-beta induced lncRNA activating myofibroblasts', 'alias_name': '', 'prev_name': ''}]","原始标记""TGF-¦Â""可能表示""TGF-beta""的某种形式或相关基因。在候选信息列表中，多个条目与""TGF-beta""相关，但""LITATS1""的名称和描述最符合原始标记的语义含义。其名称""lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1""明确提到了""TGF-beta""，并且具有较强的生物学相关性。因此选择""LITATS1""作为标准化结果。"
TNF-¦Á,TNF,"[{'symbol': 'TNFRSF1A', 'alias_symbol': 'TNF-R TNFAR TNFR60 TNF-R-I CD120a TNF-R55', 'prev_symbol': 'TNFR1', 'name': 'TNF receptor superfamily member 1A', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TNFRSF1B', 'alias_symbol': 'TNFBR TNFR80 TNF-R75 TNF-R-II p75 CD120b', 'prev_symbol': 'TNFR2', 'name': 'TNF receptor superfamily member 1B', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TNF', 'alias_symbol': 'TNFSF2 DIF TNF-alpha', 'prev_symbol': 'TNFA', 'name': 'tumor necrosis factor', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TRAF6P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'TNF receptor associated factor 6 pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TRAF1', 'alias_symbol': 'EBI6', 'prev_symbol': '', 'name': 'TNF receptor associated factor 1', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，'TNF' 的 'alias_symbol' 包含 'TNF-alpha'，这与原始标记 'TNF-¦Á'（可能是 'TNF-alpha' 的乱码或格式错误）相匹配。因此，选择 'TNF' 作为标准化结果。
IL-1¦Â,IL-1¦Â,"[{'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL37', 'alias_symbol': 'FIL1 FIL1Z FIL1(ZETA) IL-1H4 IL-1RP1 IL-1F7', 'prev_symbol': 'IL1F7', 'name': 'interleukin 37', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL25', 'alias_symbol': 'IL-25 IL-17E', 'prev_symbol': 'IL17E', 'name': 'interleukin 25', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL18', 'alias_symbol': 'IGIF IL1F4 IL-1g IL-18', 'prev_symbol': '', 'name': 'interleukin 18', 'alias_name': '', 'prev_name': ''}]","原始标记""IL-1¦Â""可能是一个带有特殊字符或格式错误的表示，尝试匹配时需关注其与候选信息中的符号或别名的相似性。在候选信息中，没有直接匹配的'symbol'或'alias_symbol'完全符合""IL-1¦Â""。因此，无法确定一个合适的标准化结果。"
IGF-1,IGF1,"[{'symbol': 'IGF1', 'alias_symbol': 'IGF1A IGFI IGF-I IGF', 'prev_symbol': '', 'name': 'insulin like growth factor 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGFL4', 'alias_symbol': '', 'prev_symbol': '', 'name': 'IGF like family member 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGFL1', 'alias_symbol': 'UNQ644', 'prev_symbol': '', 'name': 'IGF like family member 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGFL2', 'alias_symbol': 'UNQ645', 'prev_symbol': '', 'name': 'IGF like family member 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGFL3', 'alias_symbol': 'UNQ483', 'prev_symbol': '', 'name': 'IGF like family member 3', 'alias_name': '', 'prev_name': ''}]","原始标记""IGF-1""可以通过别名""IGF-I""与候选信息中的第一条记录匹配，该记录的'symbol'为""IGF1""。其他候选信息的名称和别名均不包含与""IGF-1""相关的内容，因此选择""IGF1""作为标准化结果。"
IL-6,IL6,"[{'symbol': 'IL6', 'alias_symbol': 'IL-6 BSF2 HGF HSF', 'prev_symbol': 'IFNB2', 'name': 'interleukin 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LEISA1', 'alias_symbol': 'LEISA', 'prev_symbol': 'NAV2-AS6', 'name': 'lncRNA enhancing IL-6/STAT3 signaling activation 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL37', 'alias_symbol': 'FIL1 FIL1Z FIL1(ZETA) IL-1H4 IL-1RP1 IL-1F7', 'prev_symbol': 'IL1F7', 'name': 'interleukin 37', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'IL6', 'alias_symbol': 'IL-6 BSF2 HGF HSF'}的'alias_symbol'字段明确包含了原始标记""IL-6""，因此可以确定""IL6""是与原始标记最匹配的标准化结果。"
CD32,FCGR2A,"[{'symbol': 'FCGR2B', 'alias_symbol': 'CD32 CD32B FcgammaRIIb FcGRIIB', 'prev_symbol': 'FCG2 FCGR2', 'name': 'Fc gamma receptor IIb', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FCGR2A', 'alias_symbol': 'CD32 CD32A IGFR2 CDw32 Fc-gamma-RIIa FcgammaRIIa', 'prev_symbol': 'FCG2 FCGR2A1 FCGR2', 'name': 'Fc gamma receptor IIa', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，有两个基因（FCGR2B 和 FCGR2A）的别名包含 ""CD32""。根据原始标记 ""CD32""，这两个基因都可能是匹配的。然而，进一步分析发现，FCGR2A 的别名中明确包含了 ""CD32"" 以及更具体的 ""CD32A""，这表明它更符合原始标记的意图。因此选择 FCGR2A 的 'symbol' 作为标准化结果。"
MHCII,MHCII,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""MHCII""与候选信息中的任何'symbol'、'alias_symbol'、'prev_symbol'、'name'或'alias_name'均无匹配关系。候选信息列表中提供的基因符号和名称主要与线粒体编码或脂肪酸去饱和酶相关，而""MHCII""通常指的是主要组织相容性复合体II类分子（Major Histocompatibility Complex Class II），这在候选信息中并未出现。"
Ifi205,Ifi205,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""Ifi205""与候选信息列表中的所有条目均无明显匹配。候选信息中的基因符号、别名、旧符号和名称均未包含""Ifi205""或其可能的变体，因此无法找到匹配项。"
H2-Ab1,H2-Ab1,"[{'symbol': 'NCAPH2', 'alias_symbol': '384D8-2 hCAP-H2 CAP-H2', 'prev_symbol': '', 'name': 'non-SMC condensin II complex subunit H2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NDUFAB1P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'NADH:ubiquinone oxidoreductase subunit AB1 pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HRH2', 'alias_symbol': '', 'prev_symbol': '', 'name': 'histamine receptor H2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PSKH2', 'alias_symbol': '', 'prev_symbol': '', 'name': 'protein serine kinase H2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NDUFAB1', 'alias_symbol': 'SDAP FASN2A ACP ACP1', 'prev_symbol': '', 'name': 'NADH:ubiquinone oxidoreductase subunit AB1', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有找到与原始标记""H2-Ab1""直接匹配的'symbol'或相关别名。虽然部分候选信息包含""H2""或""AB1""的部分字符，但它们与原始标记的整体含义和上下文不符。因此，无法确定一个合适的标准化结果。"
IL-13,IL13,"[{'symbol': 'IL13', 'alias_symbol': 'P600 IL-13 ALRH BHR1 MGC116786 MGC116788 MGC116789', 'prev_symbol': '', 'name': 'interleukin 13', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL37', 'alias_symbol': 'FIL1 FIL1Z FIL1(ZETA) IL-1H4 IL-1RP1 IL-1F7', 'prev_symbol': 'IL1F7', 'name': 'interleukin 37', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL25', 'alias_symbol': 'IL-25 IL-17E', 'prev_symbol': 'IL17E', 'name': 'interleukin 25', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'symbol'为'IL13'，其'alias_symbol'包含'IL-13'，这与原始标记完全匹配。因此，选择该候选信息的'symbol'作为标准化结果。
II5,II5,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""II5""与候选信息中的任何符号、别名或名称均无明显匹配。经过检查所有候选信息的'symbol'、'alias_symbol'、'prev_symbol'、'name'等字段，均未发现与""II5""相关联的内容。因此无法找到合适的标准化结果。"
